Etunimi;Lukumäärä
Elianna;11
Elle-Maria;11
Ellenoora;11
Ellenor;11
Elle-Sofia;11
Elli-Lotta;11
Elli-Nora;11
Ellu;11
Elpi;11
Else-Britt;11
Else-Maria;11
Elyse;11
Emad;11
Émilie;11
Emmakaisa;11
Emmaliisa;11
Emmeli;11
Emmi-Karoliina;11
Esi;11
Eva-Helena;11
Eva-Kaisa;11
Fannie;11
Fariha;11
Fidan;11
Firas;11
Fouad;11
Franceska;11
Fransesca;11
Frida-Maria;11
Galadriel;11
Gamze;11
Ganga;11
Georgette;11
Gergana;11
Germaine;11
Ghazi;11
Grazia;11
Graziella;11
Greete;11
Gullbritt;11
Hà;11
Habiibo;11
Hadassa;11
Hamad;11
Hanadi;11
Hanna-Laura;11
Hanne-Maaria;11
Hasti;11
Havva;11
Heddy;11
Heli-Maaria;11
Helja;11
Hena;11
Henja;11
Henje;11
Hermione;11
Hersi;11
Herta;11
Hibaaq;11
Hilary;11
Hirsi;11
Hodo;11
Honey;11
Husam;11
Ida-Eveliina;11
Ida-Lina;11
Idiris;11
Iimaan;11
Iina-Kaisa;11
Ilenna;11
Ilon;11
Imma;11
Inanna;11
Inaria;11
Inkaliina;11
Isidora;11
Isis;11
Jaafar;11
Jacoba;11
Jade-Maria;11
Jaina;11
Jainaba;11
Jalna;11
Jameel;11
Jamil;11
Janira;11
Jedida;11
Jelissa;11
Jelmiina;11
Jemila;11
Jeminna;11
Jenissa;11
Jenni-Maaria;11
Jevgenija;11
Jie;11
Joeliina;11
Joenna;11
Johan;11
Jonna-Kaisa;11
Jorunn;11
Joukontytär;11
Jovana;11
Juuli-Maria;11
Jyrintytär;11
Kaamos;11
Kaddy;11
Kaija-Helena;11
Kaija-Maija;11
Kaija-Sisko;11
Kaisla-Kerttu;11
Kaisu-Liisa;11
Kalinka;11
Kalpana;11
Kanokwan;11
Kaori;11
Kataliina;11
Katelyn;11
Katjana;11
Katriine;11
Kimberley;11
Kirsi-Marie;11
Kirsti-Kaarina;11
Kobra;11
Kornelia;11
Kosovare;11
Kris;11
Lanya;11
Lassintytär;11
Laurina;11
Leea-Maria;11
Leevi;11
Lenni;11
Leora;11
Lexi;11
Lidiya;11
Lilien;11
Lippe;11
Lisel;11
Loren;11
Lotta-Leena;11
Lotus;11
Lovise;11
Lumme;11
Lya;11
Lyn;11
Lyudmyla;11
Madelyn;11
Mai-Leena;11
Maivor;11
Majda;11
Majed;11
Maj-Viol;11
Margaux;11
Margeta;11
Margo;11
Maria-Emilia;11
Marice;11
Marida;11
Marienna;11
Marieta;11
Mari-Kaarina;11
Mariliisa;11
Mari-Sofia;11
Marites;11
Marras;11
Marthe;11
Marttina;11
Masal;11
Mazin;11
Meeri-Maria;11
Meirami;11
Melany;11
Merli;11
Mia-Liisa;11
Mia-Riikka;11
Miia-Leena;11
Miina-Liisa;11
Milagros;11
Milja-Emilia;11
Milka-Maria;11
Milla-Maija;11
Millicent;11
Minnaleena;11
Minnamaija;11
Mirel;11
Miriel;11
Mirika;11
Mirke;11
Mirlinda;11
Mirta;11
Misha;11
Miu;11
Mojgan;11
Mónika;11
Monja;11
Montserrat;11
Moona-Maria;11
Naile;11
Najlaa;11
Naomie;11
Nasriin;11
Natalina;11
Nemo;11
Nermina;11
Nessi;11
Nevena;11
Nevia;11
Nhan;11
Niamh;11
Nihal;11
Nina-Johanna;11
Nina-Marie;11
Nina-Marika;11
Ning;11
Ninka;11
Nooa;11
Nu;11
Nupel;11
Océane;11
Odilia;11
Onja;11
Oo;11
Orkidea;11
Ornella;11
Outa;11
Outi-Katariina;11
Outi-Maaria;11
Parvaneh;11
Paula-Riitta;11
Paz;11
Pentintytär;11
Petunia;11
Pia-Christina;11
Piia-Johanna;11
Pirve;11
Priscila;11
Qader;11
Rafal;11
Rai;11
Raija-Sisko;11
Raika;11
Raja;11
Rawaa;11
Regine;11
Renáta;11
Rianne;11
Riia-Liisa;11
Riikkamari;11
Riikka-Sisko;11
Riikka-Susanna;11
Rikuntytär;11
Rimas;11
Rispa;11
Roosaliina;11
Roosa-Marja;11
Rosaline;11
Rosamari;11
Rozan;11
Rozerin;11
Ruslana;11
Sabrine;11
Sacdiyo;11
Sadelma;11
Sadiq;11
Saiga;11
Saija-Riitta;11
Saila-Maria;11
Sakarintytär;11
Saliha;11
Sandra-Maria;11
Sanna-Elina;11
Sara-Maaria;11
Sare;11
Sari-Sisko;11
Sarla;11
Satu-Kristiina;11
Satu-Marika;11
Satu-Marjaana;11
Satu-Tuulia;11
Savu;11
Saya;11
Seema;11
Seida;11
Semira;11
Sennu;11
Sere;11
Serine;11
Sevil;11
Shahed;11
Shaimaa;11
Shakir;11
Sharmila;11
Shatha;11
Shila;11
Shkurte;11
Shwan;11
Sinervo;11
Sini-Johanna;11
Sinipilvi;11
Sinituulia;11
Siret;11
Sisu;11
Snezhana;11
Somaya;11
Stacey;11
Stigsdotter;11
Subhi;11
Suhuur;11
Sulaiman;11
Sulo;11
Sunny;11
Suvikukka;11
Suvi-Pilvi;11
Suweyda;11
Suzette;11
Taher;11
Tanjaana;11
Tarek;11
Tarja-Anneli;11
Tarja-Sisko;11
Tatsiana;11
Tawfik;11
Tehila;11
Temitope;11
Terella;11
Terhi-Tuulikki;11
Terttu-Kaarina;11
Theo;11
Tiia-Leena;11
Tiiamaria;11
Tiia-Marika;11
Tiia-Sofia;11
Tintin;11
Tittamari;11
Tonia;11
Tuija-Maija;11
Tuomas;11
Tuula-Marjatta;11
Tuuli-Anna;11
Veanna;11
Veda;11
Victoire;11
Viet;11
Viivu;11
Viktória;11
Vilja-Tuulia;11
Walid;11
Warsame;11
Wava;11
Wendi;11
Werna;11
Wilma-Lotta;11
Wing;11
Yanina;11
Yasna;11
Young;11
Yuk;11
Yuna;11
Yvonn;11
Abdisalan;10
Abdurahman;10
Abiola;10
Abir;10
Adafiia;10
Adalmia;10
Adelmina;10
Adhiambo;10
Afrin;10
Afua;10
Agustina;10
Aidi;10
Aila-Maria;10
Ainaz;10
Aino-Kaarina;10
Aino-Marjatta;10
Aira-Liisa;10
Airut;10
Aisa;10
Aishah;10
Aisling;10
Ajsa;10
Akiko;10
Aleina;10
Alfina;10
Alima;10
Alis;10
Alisi;10
Alyaa;10
Alysa;10
Amaalia;10
Ameera;10
Amelina;10
Ameneh;10
Amica;10
Amit;10
Andrée;10
Ane;10
Anea;10
Anervo;10
Anielka;10
Anitha;10
Anjali;10
Anjelica;10
Anna-Beata;10
Anna-Christina;10
Anna-Johanna;10
Annalina;10
Anna-Loviisa;10
Anna-Lovisa;10
Anna-Marjatta;10
Anna-Mia;10
Anna-Roosa;10
Anna-Rosa;10
Ann-Charlotta;10
Ann-Chatrine;10
Annemaj;10
Anne-Riikka;10
Anne-Sofia;10
Anne-Sophie;10
Anni-Maarit;10
Anni-Pauliina;10
Annlis;10
Anu-Riitta;10
Apolonia;10
Arja-Helena;10
Arja-Terttu;10
Aruna;10
Asa;10
Askontytär;10
Atef;10
Aunetta;10
Ayala;10
Ayten;10
Belen;10
Belén;10
Bess;10
Betul;10
Bintu;10
Björk;10
Bozena;10
Bricella;10
Bruna;10
Carmelita;10
Catarine;10
Caterine;10
Cecelia;10
Cecil;10
Ceela;10
Célestine;10
Célia;10
Chan;10
Charity;10
Cherie;10
Chidinma;10
Concepcion;10
Connie;10
Consuelo;10
Csilla;10
Dafne;10
Daina;10
Delaram;10
Delfina;10
Delina;10
Desiren;10
Dicle;10
Dinh;10
Dionne;10
Duha;10
Duygu;10
Ece;10
Eemeli;10
Eeva-Johanna;10
Eeva-Maarit;10
Eevantytär;10
Eija-Helena;10
Eile;10
Eir;10
Eire;10
Elaf;10
Elara;10
Ele;10
Elean;10
Eleia;10
Elessa;10
Elettra;10
Elfriede;10
Eliel;10
Elisa-Maria;10
Elisha;10
Ella-Riikka;10
Elliana;10
Elli-Marja;10
Ellin;10
Elsi-Maria;10
Elspeth;10
Elssa;10
Elvi-Maria;10
Emerald;10
Emma-Riina;10
Emme;10
Emmiliina;10
Emmi-Liina;10
Emppu;10
Enas;10
Ennie;10
Erik;10
Erita;10
Erlinda;10
Erzsébet;10
Esin;10
Esmi;10
Essa;10
Essie;10
Estefania;10
Eugénie;10
Eva-Maj;10
Eva-Sofia;10
Evely;10
Eve-Maria;10
Eweliina;10
Fadia;10
Fan;10
Fatemah;10
Fawzia;10
Femmi;10
Fiia-Maria;10
Fikrije;10
Firdaus;10
Flavia;10
Flor;10
Florije;10
Foos;10
Funda;10
Furaha;10
Gay;10
Genet;10
Genia;10
Gennadjevna;10
Georgiana;10
Ghislaine;10
Grethel;10
Grigorjevna;10
Gullveig;10
Gunni-Maj;10
Gunn-Lis;10
Habiiba;10
Haboon;10
Hafidh;10
Hajnalka;10
Hakima;10
Hamdan;10
Hamza;10
Hanna-Katriina;10
Hannantytär;10
Hannika;10
Haru;10
Heidi-Hannele;10
Heidi-Johanna;10
Heli-Sisko;10
Helka-Maria;10
Helmi-Elisa;10
Heloise;10
Hile;10
Hilkka-Leena;10
Hilli;10
Hilpa;10
Himmi;10
Hinriikka;10
Hoodo;10
Husein;10
Husham;10
Ida-Annika;10
Idaliina;10
Ida-Liina;10
Iftin;10
Iidaliisa;10
Iida-Marja;10
Iina-Riikka;10
Iissa;10
Indy;10
Inés;10
Ingbritt;10
Inka-Liina;10
Íris;10
Ise;10
Ismontytär;10
Jacinta;10
Jadelle;10
Jan;10
Janea;10
Jannice;10
Jannie;10
Jaroslava;10
Jehona;10
Jemimah;10
Jenna-Emilia;10
Jennamari;10
Jessa;10
Jihan;10
Joann;10
Jodie;10
Joel;10
Jonna-Marika;10
Jouki;10
Juho;10
Junita;10
Jusra;10
Jutta-Mari;10
Juunia;10
Kaisa-Helena;10
Kaisaliisa;10
Kalina;10
Kareniina;10
Karlsdotter;10
Karrar;10
Karwan;10
Kasimiira;10
Katjantytär;10
Katjusa;10
Katre;10
Katri-Elina;10
Kaukontytär;10
Kavita;10
Keea;10
Kertu;10
Khalaf;10
Khalida;10
Kiida;10
Kirsimari;10
Konkordia;10
Kristiansdotter;10
Krystal;10
Kseniya;10
Kuutamo;10
Käpy;10
Laara;10
Laelia;10
Lane;10
Laulikki;10
Lauri;10
Leelo;10
Leene;10
Léna;10
Leontina;10
Liel;10
Lieu;10
Liina-Kaisa;10
Liljen;10
Lina-Maria;10
Lintu;10
Lisabeth;10
Lis-Beth;10
Lisi;10
Lizbeth;10
Lizzie;10
Ljudmilla;10
Lore;10
Lovelia;10
Lua;10
Lucas;10
Lycka;10
Lyubov;10
Maana;10
Madalena;10
Madiha;10
Magdy;10
Maija-Sofia;10
Maile;10
Maimu;10
Maj-Louise;10
Mala;10
Malisa;10
Manuella;10
Marguerita;10
Maria-Elisa;10
Maria-Katariina;10
Maria-Pia;10
Maribella;10
Marie-Ann;10
Marili;10
Marilou;10
Marinette;10
Marja-Reetta;10
Marja-Sinikka;10
Marjo-Hannele;10
Marjo-Reetta;10
Marjoriina;10
Marjo-Rita;10
Marru;10
Masuma;10
Maurita;10
Mavis;10
Mayan;10
May-Gret;10
Meelika;10
Mehri;10
Mehtap;10
Meili;10
Meiling;10
Meliida;10
Melisse;10
Meltem;10
Memmu;10
Menja;10
Merica;10
Meri-Maija;10
Merissa;10
Meri-Tuulikki;10
Miia-Johanna;10
Miia-Riina;10
Mileah;10
Millariina;10
Milla-Roosa;10
Minja-Maria;10
Minna-Helena;10
Miralda;10
Mire;10
Mirita;10
Miselle;10
Misk;10
Misla;10
Momo;10
Mona-Liisa;10
Mong;10
Morgana;10
Mumbi;10
Mumtaaz;10
Mushtak;10
Mårtensdotter;10
Nalin;10
Namfon;10
Nanda;10
Naser;10
Nefertiti;10
Nell;10
Nelli-Sofia;10
Nenni;10
Nerina;10
Nevin;10
Nigar;10
Niina-Liisa;10
Niina-Maarit;10
Niina-Maija;10
Nikolai;10
Nilay;10
Niloufar;10
Nina-Liisa;10
Ninel;10
Ninni-Maria;10
Nneka;10
Noreen;10
Norna;10
Nunnu;10
Nuria;10
Nyima;10
Oihonna;10
Olimpia;10
Oluwakemi;10
Onnetar;10
Ora;10
Outi-Elina;10
Outi-Leena;10
Palma;10
Pauliine;10
Peninna;10
Pertta;10
Phan;10
Pia-Carita;10
Pia-Helena;10
Pihla-Maaria;10
Pirjo-Helena;10
Pisara;10
Primrose;10
Pui;10
Puja;10
Qaali;10
Qi;10
Que;10
Radhika;10
Rahmah;10
Ramadan;10
Raphaela;10
Rasa;10
Rasmus;10
Reia;10
Reija-Leena;10
Reija-Riitta;10
Reijontytär;10
Ren;10
Reneé;10
Revontuli;10
Rey;10
Reyhan;10
Riikka-Elina;10
Romi;10
Roo;10
Rosabel;10
Rosanda;10
Roseline;10
Rosine;10
Routa;10
Rozalia;10
Ruqayah;10
Ruqiya;10
Ruwayda;10
Saamiya;10
Saana-Sofia;10
Saarai;10
Saia;10
Sakineh;10
Sallamaarit;10
Sallariina;10
Sanette;10
Sanna-Helena;10
Sanna-Kaija;10
Sanneli;10
Sannimaria;10
Sanvi;10
Saraella;10
Saralotta;10
Saranya;10
Sari-Minna;10
Satu-Leena;10
Satu-Marjut;10
Sawda;10
Scarlet;10
Selamawit;10
Selvi;10
Senja-Maria;10
Serefiina;10
Serwaa;10
Sessi;10
Sevilla;10
Shamis;10
Shanna;10
Sheena;10
Shereen;10
Si;10
Signild;10
Sihem;10
Siia;10
Sin;10
Sini-Päivi;10
Sirilla;10
Siriporn;10
Sirpa-Helena;10
Sisko-Riitta;10
Sofié;10
Solfrid;10
Soumia;10
Sun;10
Sunná;10
Susanna-Maria;10
Suska;10
Susse;10
Svenja;10
Syrena;10
Tabarak;10
Tabarek;10
Tabea;10
Tahmina;10
Taija-Leena;10
Taija-Maria;10
Tamana;10
Tamar;10
Tarja-Maarit;10
Taru-Leena;10
Tasha;10
Teila;10
Teona;10
Terésia;10
Terhi-Maria;10
Tha;10
Thamer;10
Théa;10
Thida;10
Tian;10
Tiera;10
Tiinakaisa;10
Tiinantytär;10
Tiivi;10
Tilia;10
Timja;10
Tonya;10
Tracey;10
Tulan;10
Tuula-Kaarina;10
Tyttö;10
Ulla-Christina;10
Ullastiina;10
Unia;10
Unna-Maria;10
Ursa;10
Varja;10
Veera-Liisa;10
Veneda;10
Victorine;10
Vila;10
Vilma-Liina;10
Vilma-Maria;10
Vilpiina;10
Virpi-Maria;10
Vlera;10
Wahida;10
Waltraud;10
Wan;10
Wilina;10
William;10
Winter;10
Wivan;10
Xinyi;10
Yahye;10
Yesim;10
Yllka;10
Zakiya;10
Zaman;10
Zeliha;10
Zohreh;10
Zora;10
Zuhair;10
Zuzana;10
Aagot;9
Aaisha;9
Abdilahi;9
Abdirazak;9
Abdulgadir;9
Abdulla;9
Abdulsattar;9
Abdulwahab;9
Adrianne;9
Afi;9
Afiifa;9
Afrah;9
Agne;9
Agnese;9
Aïcha;9
Aika;9
Aila-Maija;9
Aili-Maria;9
Aiman;9
Aina-Ilona;9
Aino-Riikka;9
Ainur;9
Airina;9
Ajana;9
Akulina;9
Al;9
Alaina;9
Aldi;9
Aleta;9
Allu;9
Almiira;9
Alsu;9
Alvar;9
Amada;9
Amparo;9
Anatolievna;9
Ancelica;9
Andelina;9
Andria;9
Angélique;9
Anhaar;9
Anikó;9
Anna-Charlotta;9
Anna-Greetta;9
Annakatri;9
Anna-Kerttu;9
Anna-Marita;9
Annamarja;9
Anna-Marjaana;9
Annareeta;9
Anne-Birgitta;9
Anne-Carita;9
Ann-Helén;9
Anni-Katri;9
Anni-Roosa;9
Ann-Kristina;9
Annsofi;9
Annsofie;9
Anselina;9
Ansu;9
Ansuliina;9
Antonie;9
Anu-Kaarina;9
Anuleena;9
Anu-Tuulia;9
Aqsa;9
Aranka;9
Arelia;9
Arja-Kaarina;9
Arja-Maarit;9
Armiina;9
Armita;9
Artemisia;9
Asaad;9
Asantewaa;9
Asil;9
Asteria;9
Auguste;9
Auma;9
Aune-Maria;9
Ava-Sofia;9
Avianna;9
Avrora;9
Ayu;9
Bach;9
Bailey;9
Bang;9
Bassam;9
Beatris;9
Bebe;9
Bee;9
Benedikte;9
Bengtsdotter;9
Beren;9
Berenice;9
Betsy;9
Bianka;9
Bina;9
Binh;9
Birjetta;9
Birketta;9
Bricilla;9
Britney;9
Büsra;9
Cassia;9
Castalia;9
Cat;9
Celene;9
Céleste;9
Celestina;9
Cennet;9
Cerys;9
Charita;9
Charles;9
Charmaine;9
Chatrina;9
Chiman;9
Christa-Maria;9
Christersdotter;9
Chrystal;9
Cilia;9
Claudette;9
Clea;9
Coralie;9
Danita;9
Danya;9
Daryna;9
Decirée;9
Dee;9
Deepa;9
Delara;9
Deng;9
Deniza;9
Denize;9
Dheyaa;9
Dhuha;9
Diyana;9
Duru;9
Editha;9
Edward;9
Edyta;9
Eetu;9
Eetuntytär;9
Eevi-Lotta;9
Efe;9
Effie;9
Eija-Elina;9
Eijaliisa;9
Eija-Marja;9
Eila-Kaarina;9
Eila-Sisko;9
Eilidh;9
Elahe;9
Eleanna;9
Eleanore;9
Elinne;9
Ella-Leena;9
Elsa-Sofia;9
Else-Marie;9
Emeliia;9
Emmi-Elina;9
Emmi-Ilona;9
Emmi-Maaria;9
Emmi-Riina;9
Emy;9
Eneli;9
Enkeli;9
Enna-Sofia;9
Ennea;9
Ermira;9
Essi-Mari;9
Esta;9
Estrella;9
Eufrosyyne;9
Eva-Karin;9
Eva-Lis;9
Evana;9
Eva-Stiina;9
Evette;9
Ezinne;9
F.;9
Fanni-Maria;9
Fardus;9
Farrah;9
Fathima;9
Fereshta;9
Folashade;9
Fotini;9
Francis;9
Franseska;9
Frederica;9
Gala;9
Giuseppina;9
Gungerd;9
Göransdotter;9
Haije;9
Haliimo;9
Hanna-Kristiina;9
Hanne-Kaisa;9
Hanne-Riikka;9
Hanni-Mari;9
Harmony;9
Hasina;9
Hedie;9
Heide;9
Heidi-Marie;9
Heile;9
Heini-Maaria;9
Heleen;9
Heli-Anneli;9
Heli-Kristiina;9
Helmi-Emilia;9
Helmikki;9
Helmimaria;9
Helmi-Orvokki;9
Henni-Maria;9
Henryntytär;9
Hento;9
Herdis;9
Hermina;9
Hertta-Maria;9
Hisham;9
Idalmiina;9
Ife;9
Iida-Juulia;9
Iila;9
Iine;9
Iise;9
Ijeoma;9
Ilena;9
Ilia;9
Ilja;9
Iloisa;9
Immikki;9
Imogen;9
Ina-Sofia;9
Inese;9
Ingá;9
Ingel;9
Inja;9
Inker-Anni;9
Inna-Maria;9
Io;9
Iqlas;9
Irana;9
Ireeni;9
Irjaliisa;9
Isak;9
Iveta;9
Izel;9
J;9
Jaana-Riitta;9
Janda;9
Janiitta;9
Janja;9
Janni-Mari;9
Janni-Maria;9
Jasmiine;9
Jasmiitta;9
Jassi;9
Jawahir;9
Jefimia;9
Jelinda;9
Jenisa;9
Jenna-Marika;9
Jenni-Juulia;9
Jenniliisa;9
Jennimaria;9
Jesica;9
Jeudokia;9
Jian;9
Jiang;9
Jiyan;9
Joelle;9
Joëlle;9
Jonna-Juulia;9
Josanna;9
Jose;9
Joselin;9
Juljaana;9
Juta;9
Jyoti;9
Kadir;9
Kaie;9
Kaija-Maria;9
Kaisamaija;9
Kaisu-Maria;9
Kalevi;9
Kamilia;9
Kamille;9
Kamonchanok;9
Kani;9
Karoliine;9
Katri-Leena;9
Katri-Mari;9
Kendi;9
Ketlin;9
Kettu;9
Khadidja;9
Khatera;9
Kirsti-Maija;9
Kirsti-Maria;9
Klavdia;9
Kleopatra;9
Konstantinovna;9
Kreetta-Liisa;9
Krishna;9
Krispina;9
Krista-Maaria;9
Lady;9
Laini;9
Lamija;9
Lamores;9
Lang;9
Laulu;9
Laurana;9
Laureline;9
Laurette;9
Lava;9
Lele;9
Lenina;9
Ler;9
Levi;9
Leylo;9
Lie;9
Liisa-Maaria;9
Liisa-Marie;9
Lilah;9
Lilan;9
Liljana;9
Lilli-Maria;9
Lina-Lotta;9
Lindis;9
Linni;9
Lisabet;9
Lis-Maj;9
Lissa;9
Livi;9
Loa;9
Lubov;9
Lula;9
Luma;9
Lumie;9
Lumiel;9
Lumi-Marja;9
Luminita;9
Lumi-Sofia;9
Lumitähti;9
Lynda;9
Lynette;9
Maame;9
Maareka;9
Maarin;9
Maarit-Hannele;9
Maaritta;9
Madeliina;9
Madelina;9
Magdolna;9
Mahabad;9
Mahla;9
Mahnoor;9
Maiia;9
Maijariitta;9
Maijuli;9
Maiju-Liisa;9
Maike;9
Mailikki;9
Makena;9
Mako;9
Malinda;9
Mallak;9
Mandelina;9
Manisha;9
Manjaana;9
Margrete;9
Maria-Christina;9
Maria-Johanna;9
Maria-Kaarina;9
Maria-Karoliina;9
Marie-Charlotte;9
Marieela;9
Marijanne;9
Mari-Kristiina;9
Marilena;9
Marilia;9
Mari-Lotta;9
Marin;9
Mari-Pauliina;9
Mari-Sofi;9
Marja-Lisa;9
Marja-Tuulia;9
Marjeta;9
Marjo-Helena;9
Marjoriikka;9
Marliina;9
Marlis;9
Martta-Liisa;9
Martyna;9
Marua;9
Mathea;9
Matilta;9
Mayra;9
Meeria;9
Meline;9
Meretta;9
Meri-Anna;9
Meribel;9
Meri-Ellen;9
Meri-Maria;9
Meri-Sisko;9
Meritähti;9
Merja-Sisko;9
Merjo;9
Merri;9
Meseret;9
Mia-Maaria;9
Michéle;9
Midenette;9
Miela;9
Mihane;9
Miiju;9
Miina-Mari;9
Miisu;9
Mikaéla;9
Mikki;9
Miléa;9
Milja-Sofia;9
Milla-Lotta;9
Milla-Riitta;9
Milla-Sofia;9
Mimia;9
Minka-Maaria;9
Minka-Maria;9
Minnakaisa;9
Minttu-Maari;9
Miriikka;9
Mirja-Kaarina;9
Mirka-Leena;9
Moalim;9
Muslim;9
Märit;9
Nadiia;9
Naja;9
Naseer;9
Nashaad;9
Neea-Sofia;9
Neemi;9
Neilia;9
Neomi;9
Nergis;9
Nikoleta;9
Noriko;9
Nuppu-Maria;9
Nuutti;9
Okariina;9
Olanna;9
Oluwaseun;9
Omolara;9
Oona-Lotta;9
Oona-Mari;9
Ouna;9
Outi-Maija;9
Panagiota;9
Paolina;9
Paulintytär;9
Pernille;9
Petra-Pauliina;9
Petra-Sofia;9
Petterintytär;9
Pia-Kristina;9
Pia-Lena;9
Pia-Riikka;9
Pia-Sisko;9
Piki;9
Pirjo-Kaarina;9
Polly;9
Päivi-Johanna;9
Qahtan;9
Qin;9
Racheal;9
Rafia;9
Rafif;9
Rahime;9
Raia;9
Raihana;9
Raija-Maija;9
Rayana;9
Reddy;9
Ree;9
Renu;9
Rhiannon;9
Riika-Maria;9
Riikkaleena;9
Riina-Lotta;9
Riti;9
Riya;9
Roihu;9
Ronak;9
Roosa-Sofia;9
Rosa-Sofia;9
Roselyn;9
Róza;9
Ruqaya;9
Ruweida;9
Saana-Maaria;9
Saanvi;9
Saara-Emilia;9
Sabir;9
Sabri;9
Sabrije;9
Saidi;9
Saime;9
Sainab;9
Sakariina;9
Sakuntytär;9
Salla-Riina;9
Samatha;9
Samiro;9
Sanella;9
Sang;9
Sanije;9
Sannaliina;9
Sanna-Sisko;9
Sara-Juulia;9
Sara-Sofie;9
Sariella;9
Sari-Marjut;9
Saron;9
Saru;9
Sassa;9
Satu-Riitta;9
Sau;9
Seija-Sinikka;9
Seleste;9
Selima;9
Senait;9
Seralia;9
Shahd;9
Shaker;9
Shalom;9
Shara;9
Sharmarke;9
Sheryl;9
Shihab;9
Shiloh;9
Shivani;9
Sifa;9
Siiri-Maija;9
Sikri;9
Silja-Maaria;9
Sinianna;9
Sini-Helmi;9
Sini-Mari;9
Siobhan;9
Sisilia;9
Sissy;9
Skyla;9
Soe;9
Sonata;9
Song;9
Srijana;9
Stéphanie;9
Suaad;9
Suchada;9
Suela;9
Sulina;9
Sumaja;9
Sunisa;9
Suvi-Anne;9
Suvi-Juulia;9
Sveta;9
Synneve;9
Tahir;9
Taija-Tuulia;9
Taina-Liisa;9
Taina-Maija;9
Taina-Maria;9
Taisiia;9
Tamila;9
Tani;9
Tanisha;9
Tarja-Maija;9
Tarja-Terttu;9
Tarja-Tuulia;9
Tea-Tuulia;9
Teijontytär;9
Teo;9
Tepa;9
Tham;9
Thidarat;9
Thoa;9
Thuc;9
Thùy;9
Tieu;9
Tiia-Emilia;9
Tiia-Lotta;9
Tiia-Noora;9
Tiiariina;9
Tiisa;9
Tímea;9
Tin;9
Tini;9
Torsdotter;9
Touko;9
Tuula-Leena;9
Tuula-Mari;9
Ulla-Stiina;9
Usman;9
Valérie;9
Valotar;9
Valpori;9
Vaulikki;9
Viija;9
Viive;9
Vilho;9
Vilmalotta;9
Virginie;9
Väinö;9
Waad;9
Wanida;9
Wasana;9
Wia;9
Winifred;9
Wivian;9
Xena;9
Xi;9
Xia;9
Xing;9
Yamna;9
Yaren;9
Yasaman;9
Yasser;9
Yetunde;9
Yoanna;9
Younis;9
Yumna;9
Zafira;9
Zaira;9
Zakaria;9
Zawadi;9
Zaya;9
Zeina;9
Zenia;9
Zia;9
Ziba;9
Aamos;8
Abdelrahman;8
Abdinur;8
Abdo;8
Abdu;8
Abdulhussein;8
Abdulwahid;8
Abiodun;8
Abosede;8
Abril;8
Abshiro;8
Abuukar;8
Achol;8
Adeele;8
Adelee;8
Adesuwa;8
Adiela;8
Adiina;8
Adrina;8
Afsana;8
Agnessa;8
Ahmed-Nur;8
Aïda;8
Aija-Mari;8
Ainhoa;8
Aino-Olivia;8
Ainut;8
Aiyana;8
Ajna;8
Aksinja;8
Aku;8
Akustiina;8
Akvilina;8
Alaska;8
Aldina;8
Aleksis;8
Aliia;8
Alila;8
Allie;8
Ally;8
Alma-Sofia;8
Aluel;8
Aly;8
Aman;8
Amar;8
Amaryllis;8
Amelii;8
Amenah;8
Aminat;8
Amita;8
Amma;8
Amor;8
Amporn;8
Ana-Maria;8
Ananya;8
Andreasdotter;8
Andreina;8
Andrietta;8
Andriette;8
Anervi;8
Anetti;8
Anfac;8
Angelie;8
Anikka;8
Anna-Karolina;8
Anna-Maja;8
Annamarie;8
Annamiina;8
Anna-Olivia;8
Anna-Ulla;8
Anne-Irene;8
Anne-Katriina;8
Annelina;8
Ann-Elisabeth;8
Anne-Louise;8
Anne-Marjaana;8
Anni-Inkeri;8
Anni-Marie;8
Annisofia;8
Anni-Veera;8
Ann-Kathrin;8
Ann-Margret;8
Ann-Mary;8
Annoora;8
Anthonia;8
Anuradha;8
Anushka;8
Anu-Sisko;8
Apinya;8
Araceli;8
Areej;8
Aritta;8
Arnikki;8
Athanasia;8
Atina;8
Aukustiina;8
Auli-Maija;8
Ava-Maria;8
Aysan;8
Azeez;8
Azize;8
Bahare;8
Bahia;8
Ban;8
Barre;8
Benedetta;8
Benedikta;8
Bente;8
Berenike;8
Berita;8
Beyza;8
Binita;8
Bisharo;8
Blanche;8
Bogdana;8
Boglárka;8
Boi;8
Brittany;8
Brynhild;8
Buse;8
Cali;8
Camomilla;8
Caridad;8
Carlsdotter;8
Cathina;8
Celin;8
Cenita;8
Chana;8
Chepchumba;8
Christy;8
Cinna;8
Clarita;8
Colleen;8
Concordia;8
Coral;8
Cosima;8
Dafna;8
Dakhil;8
Dalmar;8
Danai;8
Dani;8
Davida;8
Debra;8
Dede;8
Delicia;8
Dewi;8
Diara;8
Dijana;8
Diora;8
Divina;8
Dooris;8
Dorothee;8
Dorsa;8
Edeveig;8
Edibe;8
Eduarda;8
Eedel;8
Eeva-Elina;8
Eeva-Katriina;8
Eeva-Liina;8
Eevia;8
Eevi-Sofia;8
Egle;8
Eida;8
Eija-Mari;8
Elaha;8
Eleah;8
Elian;8
Eliis;8
Elinora;8
Elisavet;8
Élise;8
Elka;8
Ellaliisa;8
Ella-Marie;8
